ID,STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,S,O,Y,Gallons
1257,  240,2019-01-05,10.0,330.0,70.0,70.0,120.0,79.0,     ,46.0,0.0,6.0,0.0,0.0,10331.0,70.0,8.0,79.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,440.94
1258,  240,2019-01-05,11.0,330.0,70.0,80.0,110.0,73.0,     ,55.0,0.0,10.0,0.0,-1.0,10330.0,59.0,8.0,88.0,   81,7.0,0.0,1.0,0.0,0.0,0.0,451.274
1259,  240,2019-01-05,12.0,320.0,70.0,80.0,100.0,77.0,   68,42.0,0.0,13.0,0.0,-1.0,10326.0,75.0,8.0,78.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,723.521
1260,  240,2019-01-05,13.0,320.0,70.0,70.0,110.0,76.0,     ,44.0,0.0,12.0,0.0,-1.0,10322.0,73.0,8.0,79.0,   22,7.0,0.0,1.0,0.0,0.0,0.0,674.228
1261,  240,2019-01-05,14.0,320.0,70.0,70.0,110.0,75.0,     ,50.0,0.0,10.0,0.0,-1.0,10325.0,63.0,8.0,84.0,   51,7.0,0.0,1.0,0.0,0.0,0.0,638.617
1262,  240,2019-01-05,15.0,320.0,60.0,70.0,100.0,71.0,     ,54.0,0.0,6.0,0.0,-1.0,10327.0,58.0,8.0,88.0,   57,7.0,0.0,1.0,0.0,0.0,0.0,478.232
1263,  240,2019-01-05,16.0,310.0,50.0,50.0,90.0,74.0,     ,44.0,0.0,2.0,0.0,-1.0,10327.0,70.0,8.0,81.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,555.115
1264,  240,2019-01-05,17.0,300.0,60.0,60.0,90.0,68.0,     ,52.0,0.0,0.0,0.0,0.0,10327.0,66.0,8.0,89.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,538.269
1265,  240,2019-01-05,18.0,310.0,60.0,60.0,90.0,67.0,   61,49.0,0.0,0.0,0.0,-1.0,10330.0,57.0,8.0,88.0,   57,7.0,0.0,1.0,0.0,0.0,0.0,442.848
1266,  240,2019-01-05,19.0,300.0,50.0,50.0,80.0,65.0,     ,52.0,0.0,0.0,0.0,-1.0,10328.0,57.0,8.0,90.0,   51,7.0,0.0,1.0,0.0,0.0,0.0,559.131
1267,  240,2019-01-05,20.0,310.0,50.0,40.0,80.0,64.0,     ,50.0,0.0,0.0,0.0,-1.0,10329.0,68.0,8.0,90.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,473.165
1268,  240,2019-01-05,21.0,300.0,60.0,60.0,90.0,59.0,     ,44.0,0.0,0.0,0.0,-1.0,10328.0,70.0,4.0,90.0,   22,7.0,0.0,1.0,0.0,0.0,0.0,583.746
1269,  240,2019-01-05,22.0,290.0,50.0,40.0,80.0,64.0,     ,41.0,0.0,0.0,0.0,0.0,10329.0,70.0,8.0,85.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,742.217
1270,  240,2019-01-05,23.0,290.0,50.0,50.0,80.0,65.0,     ,44.0,0.0,0.0,0.0,0.0,10330.0,70.0,8.0,86.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,449.246
1271,  240,2019-01-05,24.0,300.0,50.0,40.0,80.0,63.0,   49,44.0,0.0,0.0,0.0,-1.0,10329.0,67.0,8.0,87.0,   22,7.0,0.0,1.0,0.0,0.0,0.0,375.655
1272,  240,2019-01-06,1.0,310.0,50.0,40.0,70.0,64.0,     ,42.0,0.0,0.0,0.0,-1.0,10328.0,70.0,8.0,86.0,   22,7.0,0.0,1.0,0.0,0.0,0.0,305.599
1273,  240,2019-01-06,2.0,290.0,40.0,40.0,60.0,63.0,     ,41.0,0.0,0.0,0.0,0.0,10331.0,70.0,8.0,85.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,555.875
1274,  240,2019-01-06,3.0,300.0,30.0,30.0,50.0,62.0,     ,41.0,0.0,0.0,0.0,0.0,10330.0,70.0,8.0,85.0,    2,7.0,0.0,0.0,0.0,0.0,0.0,461.32
1275,  240,2019-01-06,4.0,290.0,30.0,40.0,50.0,63.0,     ,40.0,0.0,0.0,0.0,0.0,10326.0,70.0,8.0,85.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,363.381
1276,  240,2019-01-06,5.0,300.0,30.0,40.0,50.0,63.0,     ,37.0,0.0,0.0,0.0,0.0,10323.0,70.0,8.0,83.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,572.71
1277,  240,2019-01-06,6.0,300.0,40.0,30.0,60.0,64.0,   49,33.0,0.0,0.0,0.0,0.0,10324.0,75.0,8.0,80.0,    2,7.0,0.0,0.0,0.0,0.0,0.0,485.397
1278,  240,2019-01-06,7.0,310.0,30.0,30.0,60.0,62.0,     ,39.0,0.0,0.0,0.0,0.0,10329.0,70.0,8.0,85.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,611.334
1279,  240,2019-01-06,8.0,310.0,30.0,30.0,40.0,62.0,     ,36.0,0.0,1.0,0.0,0.0,10333.0,70.0,8.0,83.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,719.36
1280,  240,2019-01-06,9.0,280.0,30.0,30.0,40.0,62.0,     ,41.0,0.0,4.0,0.0,0.0,10335.0,70.0,8.0,86.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,334.139
1281,  240,2019-01-06,10.0,310.0,30.0,40.0,60.0,67.0,     ,37.0,0.0,13.0,0.0,0.0,10338.0,70.0,8.0,81.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,486.07
1282,  240,2019-01-06,11.0,300.0,30.0,30.0,50.0,68.0,     ,35.0,0.0,17.0,0.0,0.0,10340.0,75.0,8.0,79.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,426.219
1283,  240,2019-01-06,12.0,300.0,40.0,30.0,60.0,69.0,   53,35.0,0.0,15.0,0.0,0.0,10338.0,75.0,8.0,78.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,589.322
1284,  240,2019-01-06,13.0,290.0,30.0,30.0,50.0,70.0,     ,27.0,0.0,17.0,0.0,0.0,10334.0,75.0,8.0,74.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,417.946
1285,  240,2019-01-06,14.0,300.0,30.0,30.0,50.0,68.0,     ,27.0,0.0,13.0,0.0,0.0,10337.0,75.0,8.0,75.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,665.685
1286,  240,2019-01-06,15.0,280.0,30.0,20.0,40.0,62.0,     ,31.0,0.0,5.0,0.0,0.0,10339.0,75.0,8.0,80.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,612.111
1287,  240,2019-01-06,16.0,280.0,20.0,30.0,40.0,61.0,     ,32.0,0.0,1.0,0.0,0.0,10342.0,70.0,8.0,81.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,478.267
1288,  240,2019-01-06,17.0,280.0,20.0,20.0,30.0,60.0,     ,35.0,0.0,0.0,0.0,0.0,10342.0,70.0,8.0,83.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,358.223
1289,  240,2019-01-06,18.0,280.0,20.0,20.0,30.0,59.0,   50,36.0,0.0,0.0,0.0,0.0,10343.0,70.0,8.0,85.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,439.119
1290,  240,2019-01-06,19.0,260.0,10.0,20.0,30.0,60.0,     ,36.0,0.0,0.0,0.0,0.0,10345.0,70.0,8.0,84.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,381.468
1291,  240,2019-01-06,20.0,0.0,10.0,0.0,30.0,56.0,     ,38.0,0.0,0.0,0.0,0.0,10346.0,69.0,8.0,88.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,480.738
1292,  240,2019-01-06,21.0,300.0,10.0,10.0,10.0,56.0,     ,37.0,0.0,0.0,0.0,0.0,10347.0,70.0,8.0,87.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,666.797
1293,  240,2019-01-06,22.0,0.0,10.0,0.0,20.0,52.0,     ,33.0,0.0,0.0,0.0,0.0,10346.0,68.0,8.0,87.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,459.274
1294,  240,2019-01-06,23.0,250.0,10.0,10.0,20.0,52.0,     ,40.0,0.0,0.0,0.0,0.0,10348.0,62.0,8.0,91.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,855.297
1295,  240,2019-01-06,24.0,240.0,10.0,10.0,20.0,54.0,   31,40.0,0.0,0.0,0.0,0.0,10348.0,60.0,8.0,90.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,413.701
1296,  240,2019-01-07,1.0,260.0,20.0,30.0,30.0,54.0,     ,34.0,0.0,0.0,0.0,0.0,10343.0,63.0,8.0,87.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,625.999
1297,  240,2019-01-07,2.0,260.0,30.0,30.0,40.0,49.0,     ,35.0,0.0,0.0,0.0,0.0,10345.0,64.0,8.0,90.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,306.712
1298,  240,2019-01-07,3.0,210.0,30.0,30.0,30.0,50.0,     ,34.0,0.0,0.0,0.0,0.0,10341.0,68.0,8.0,89.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,436.212
1299,  240,2019-01-07,4.0,240.0,30.0,30.0,40.0,57.0,     ,33.0,0.0,0.0,0.0,0.0,10337.0,67.0,8.0,84.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,409.551
1300,  240,2019-01-07,5.0,240.0,40.0,30.0,60.0,60.0,     ,38.0,0.0,0.0,0.0,0.0,10333.0,66.0,8.0,85.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,570.723
1301,  240,2019-01-07,6.0,230.0,30.0,30.0,60.0,61.0,   28,52.0,0.0,0.0,0.0,0.0,10328.0,56.0,8.0,94.0,   10,7.0,0.0,0.0,0.0,0.0,0.0,591.801
1302,  240,2019-01-07,7.0,220.0,40.0,50.0,60.0,67.0,     ,64.0,0.0,0.0,0.0,-1.0,10324.0,39.0,8.0,97.0,   51,7.0,0.0,1.0,0.0,0.0,0.0,714.391
1303,  240,2019-01-07,8.0,230.0,40.0,40.0,70.0,72.0,     ,68.0,0.0,1.0,0.0,-1.0,10320.0,50.0,8.0,97.0,   51,7.0,0.0,1.0,0.0,0.0,0.0,624.025
1304,  240,2019-01-07,9.0,230.0,50.0,50.0,70.0,80.0,     ,73.0,0.0,4.0,0.0,-1.0,10317.0,57.0,8.0,95.0,   22,7.0,0.0,1.0,0.0,0.0,0.0,603.62
1305,  240,2019-01-07,10.0,240.0,50.0,60.0,80.0,87.0,     ,77.0,0.0,12.0,0.0,0.0,10310.0,57.0,8.0,93.0,   10,7.0,0.0,0.0,0.0,0.0,0.0,558.006
1306,  240,2019-01-07,11.0,250.0,60.0,60.0,90.0,88.0,     ,79.0,0.0,21.0,0.0,-1.0,10305.0,47.0,8.0,94.0,   51,7.0,0.0,1.0,0.0,0.0,0.0,429.685
1307,  240,2019-01-07,12.0,230.0,60.0,70.0,90.0,88.0,   57,76.0,0.0,21.0,0.0,-1.0,10294.0,58.0,8.0,92.0,   22,7.0,0.0,1.0,0.0,0.0,0.0,91.813
1308,  240,2019-01-07,13.0,240.0,70.0,70.0,130.0,87.0,     ,67.0,0.0,16.0,0.0,0.0,10281.0,67.0,8.0,87.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,473.732
1309,  240,2019-01-07,14.0,250.0,80.0,90.0,130.0,87.0,     ,65.0,0.0,15.0,0.0,0.0,10273.0,65.0,8.0,86.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,588.058
1310,  240,2019-01-07,15.0,230.0,90.0,80.0,120.0,81.0,     ,66.0,0.0,9.0,0.0,-1.0,10261.0,60.0,8.0,90.0,   57,7.0,0.0,1.0,0.0,0.0,0.0,439.856
1311,  240,2019-01-07,16.0,230.0,90.0,90.0,140.0,83.0,     ,68.0,0.0,1.0,0.0,-1.0,10253.0,62.0,8.0,89.0,   51,7.0,0.0,1.0,0.0,0.0,0.0,464.558
1312,  240,2019-01-07,17.0,240.0,100.0,100.0,150.0,82.0,     ,69.0,0.0,0.0,0.0,-1.0,10241.0,48.0,8.0,91.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,473.016
1313,  240,2019-01-07,18.0,240.0,100.0,100.0,150.0,86.0,   76,75.0,0.0,0.0,0.0,-1.0,10230.0,63.0,8.0,92.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,628.634
1314,  240,2019-01-07,19.0,240.0,100.0,90.0,150.0,90.0,     ,81.0,0.0,0.0,2.0,1.0,10218.0,46.0,8.0,93.0,   81,7.0,0.0,1.0,0.0,0.0,0.0,379.208
1315,  240,2019-01-07,20.0,250.0,100.0,100.0,150.0,95.0,     ,83.0,0.0,0.0,7.0,6.0,10209.0,61.0,8.0,92.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,573.592
1316,  240,2019-01-07,21.0,250.0,100.0,100.0,150.0,97.0,     ,83.0,0.0,0.0,0.0,0.0,10199.0,63.0,8.0,90.0,    2,7.0,0.0,0.0,0.0,0.0,0.0,300.43
1317,  240,2019-01-07,22.0,290.0,110.0,110.0,200.0,94.0,     ,64.0,0.0,0.0,0.0,-1.0,10197.0,68.0,7.0,81.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,606.333
1318,  240,2019-01-07,23.0,290.0,90.0,100.0,160.0,82.0,     ,49.0,0.0,0.0,0.0,0.0,10194.0,65.0,0.0,79.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,603.015
1319,  240,2019-01-07,24.0,290.0,110.0,110.0,160.0,80.0,   65,45.0,0.0,0.0,0.0,0.0,10192.0,64.0,0.0,78.0,    2,7.0,0.0,0.0,0.0,0.0,0.0,449.541
1320,  240,2019-01-08,1.0,280.0,110.0,100.0,160.0,78.0,     ,45.0,0.0,0.0,0.0,0.0,10187.0,63.0,8.0,79.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,322.161
1321,  240,2019-01-08,2.0,290.0,100.0,100.0,140.0,80.0,     ,46.0,0.0,0.0,0.0,0.0,10182.0,62.0,0.0,79.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,363.125
1322,  240,2019-01-08,3.0,280.0,100.0,100.0,150.0,78.0,     ,45.0,0.0,0.0,0.0,0.0,10178.0,62.0,7.0,79.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,486.646
1323,  240,2019-01-08,4.0,290.0,110.0,110.0,180.0,84.0,     ,41.0,0.0,0.0,0.0,0.0,10170.0,63.0,8.0,74.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,339.928
1324,  240,2019-01-08,5.0,300.0,120.0,120.0,200.0,81.0,     ,39.0,0.0,0.0,0.0,-1.0,10167.0,63.0,7.0,74.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,518.641
1325,  240,2019-01-08,6.0,300.0,110.0,100.0,190.0,72.0,   54,32.0,0.0,0.0,5.0,5.0,10163.0,65.0,2.0,75.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,417.565
1326,  240,2019-01-08,7.0,300.0,130.0,160.0,220.0,72.0,     ,37.0,0.0,0.0,4.0,1.0,10164.0,57.0,8.0,78.0,   81,7.0,0.0,1.0,0.0,0.0,0.0,489.01
1327,  240,2019-01-08,8.0,300.0,130.0,130.0,210.0,80.0,     ,37.0,0.0,0.0,0.0,-1.0,10163.0,60.0,8.0,74.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,499.963
1328,  240,2019-01-08,9.0,310.0,130.0,130.0,200.0,74.0,     ,45.0,0.0,5.0,0.0,-1.0,10165.0,58.0,8.0,81.0,   81,7.0,0.0,1.0,0.0,0.0,0.0,490.516
1329,  240,2019-01-08,10.0,310.0,140.0,140.0,200.0,77.0,     ,45.0,0.0,14.0,0.0,-1.0,10169.0,58.0,8.0,80.0,   51,7.0,0.0,1.0,0.0,0.0,0.0,675.318
1330,  240,2019-01-08,11.0,310.0,140.0,140.0,210.0,82.0,     ,42.0,2.0,39.0,0.0,-1.0,10170.0,62.0,8.0,76.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,659.01
1331,  240,2019-01-08,12.0,310.0,140.0,150.0,210.0,82.0,   55,38.0,0.0,36.0,0.0,0.0,10172.0,62.0,8.0,74.0,    2,7.0,0.0,0.0,0.0,0.0,0.0,662.114
1332,  240,2019-01-08,13.0,320.0,140.0,130.0,200.0,82.0,     ,42.0,0.0,27.0,0.0,0.0,10172.0,62.0,8.0,75.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,667.369
1333,  240,2019-01-08,14.0,320.0,140.0,140.0,200.0,79.0,     ,34.0,0.0,22.0,0.0,-1.0,10174.0,63.0,8.0,73.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,524.563
1334,  240,2019-01-08,15.0,320.0,120.0,110.0,200.0,72.0,     ,38.0,0.0,12.0,2.0,1.0,10179.0,62.0,8.0,79.0,   81,7.0,0.0,1.0,0.0,0.0,0.0,470.056
1335,  240,2019-01-08,16.0,320.0,120.0,100.0,190.0,66.0,     ,31.0,0.0,3.0,3.0,3.0,10184.0,66.0,2.0,78.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,344.398
1336,  240,2019-01-08,17.0,320.0,100.0,110.0,190.0,68.0,     ,35.0,0.0,0.0,0.0,-1.0,10185.0,64.0,8.0,79.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,428.793
1337,  240,2019-01-08,18.0,320.0,120.0,130.0,190.0,69.0,   48,31.0,0.0,0.0,1.0,1.0,10186.0,59.0,8.0,76.0,   81,7.0,0.0,1.0,0.0,0.0,0.0,681.237
1338,  240,2019-01-08,19.0,330.0,110.0,110.0,180.0,68.0,     ,26.0,0.0,0.0,0.0,-1.0,10189.0,65.0,7.0,74.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,645.146
1339,  240,2019-01-08,20.0,320.0,100.0,100.0,170.0,65.0,     ,18.0,0.0,0.0,0.0,-1.0,10190.0,64.0,4.0,71.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,644.567
1340,  240,2019-01-08,21.0,320.0,110.0,110.0,190.0,61.0,     ,22.0,0.0,0.0,0.0,-1.0,10191.0,66.0,4.0,75.0,   22,7.0,0.0,1.0,0.0,0.0,0.0,417.27
1341,  240,2019-01-08,22.0,330.0,110.0,100.0,170.0,64.0,     ,12.0,0.0,0.0,0.0,0.0,10189.0,66.0,6.0,69.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,594.64
1342,  240,2019-01-08,23.0,330.0,90.0,80.0,160.0,55.0,     ,16.0,0.0,0.0,2.0,1.0,10187.0,68.0,2.0,76.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,614.379
1343,  240,2019-01-08,24.0,320.0,100.0,130.0,210.0,45.0,   37,17.0,0.0,0.0,3.0,4.0,10185.0,59.0,7.0,81.0,   58,7.0,0.0,1.0,0.0,0.0,0.0,359.049
1344,  240,2019-01-09,1.0,320.0,70.0,50.0,190.0,40.0,     ,20.0,0.0,0.0,2.0,1.0,10183.0,70.0,1.0,86.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,513.743
1345,  240,2019-01-09,2.0,340.0,70.0,70.0,120.0,44.0,     ,20.0,0.0,0.0,0.0,-1.0,10189.0,70.0,5.0,83.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,640.689
1346,  240,2019-01-09,3.0,340.0,50.0,60.0,100.0,49.0,     ,20.0,0.0,0.0,0.0,0.0,10191.0,67.0,1.0,81.0,    1,7.0,0.0,0.0,0.0,0.0,0.0,656.614
1347,  240,2019-01-09,4.0,350.0,60.0,40.0,110.0,48.0,     ,19.0,0.0,0.0,0.0,0.0,10193.0,67.0,1.0,81.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,463.207
1348,  240,2019-01-09,5.0,340.0,50.0,70.0,100.0,47.0,     ,17.0,0.0,0.0,1.0,1.0,10193.0,64.0,7.0,81.0,   81,7.0,0.0,1.0,0.0,0.0,0.0,609.411
1349,  240,2019-01-09,6.0,350.0,60.0,70.0,100.0,46.0,   26,14.0,0.0,0.0,0.0,-1.0,10194.0,68.0,2.0,79.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,459.485
1350,  240,2019-01-09,7.0,340.0,50.0,40.0,90.0,41.0,     ,13.0,0.0,0.0,0.0,-1.0,10198.0,70.0,6.0,81.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,512.357
1351,  240,2019-01-09,8.0,350.0,60.0,70.0,110.0,45.0,     ,5.0,0.0,1.0,1.0,2.0,10204.0,75.0,7.0,75.0,   23,7.0,0.0,1.0,0.0,0.0,0.0,635.941
1352,  240,2019-01-09,9.0,350.0,60.0,50.0,110.0,53.0,     ,14.0,8.0,24.0,0.0,0.0,10210.0,67.0,8.0,75.0,    3,7.0,0.0,0.0,0.0,0.0,0.0,499.042
1353,  240,2019-01-09,10.0,340.0,50.0,60.0,90.0,56.0,     ,19.0,5.0,34.0,0.0,0.0,10216.0,64.0,8.0,77.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,524.314
1354,  240,2019-01-09,11.0,350.0,50.0,50.0,90.0,60.0,     ,19.0,0.0,43.0,0.0,0.0,10219.0,64.0,8.0,75.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,569.391
1355,  240,2019-01-09,12.0,360.0,60.0,60.0,110.0,69.0,   23,19.0,8.0,70.0,0.0,0.0,10219.0,69.0,0.0,70.0,    1,7.0,0.0,0.0,0.0,0.0,0.0,423.905
1356,  240,2019-01-09,13.0,360.0,80.0,90.0,120.0,68.0,     ,10.0,8.0,68.0,0.0,0.0,10220.0,75.0,1.0,66.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,629.965
1357,  240,2019-01-09,14.0,360.0,80.0,70.0,140.0,67.0,     ,3.0,10.0,59.0,0.0,0.0,10226.0,79.0,4.0,63.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,490.167
1358,  240,2019-01-09,15.0,360.0,80.0,70.0,130.0,62.0,     ,-5.0,10.0,37.0,0.0,0.0,10233.0,77.0,8.0,62.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,674.221
1359,  240,2019-01-09,16.0,360.0,60.0,60.0,120.0,52.0,     ,-8.0,2.0,8.0,0.0,0.0,10234.0,80.0,8.0,65.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,502.448
1360,  240,2019-01-09,17.0,360.0,50.0,40.0,90.0,47.0,     ,-7.0,0.0,0.0,0.0,0.0,10235.0,80.0,8.0,68.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,599.025
1361,  240,2019-01-09,18.0,10.0,50.0,50.0,90.0,45.0,   27,-4.0,0.0,0.0,0.0,0.0,10242.0,75.0,8.0,70.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,544.897
1362,  240,2019-01-09,19.0,350.0,50.0,40.0,80.0,43.0,     ,-2.0,0.0,0.0,0.0,0.0,10248.0,75.0,8.0,72.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,512.877
1363,  240,2019-01-09,20.0,360.0,40.0,40.0,80.0,45.0,     ,-1.0,0.0,0.0,0.0,0.0,10252.0,75.0,8.0,72.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,596.361
1364,  240,2019-01-09,21.0,360.0,40.0,40.0,70.0,40.0,     ,-1.0,0.0,0.0,0.0,0.0,10256.0,75.0,8.0,74.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,629.664
1365,  240,2019-01-09,22.0,360.0,40.0,30.0,60.0,30.0,     ,-3.0,0.0,0.0,0.0,0.0,10259.0,75.0,8.0,78.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,483.342
1366,  240,2019-01-09,23.0,330.0,30.0,20.0,50.0,7.0,     ,-13.0,0.0,0.0,0.0,0.0,10259.0,70.0,8.0,86.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,741.215
1367,  240,2019-01-09,24.0,330.0,30.0,20.0,30.0,-3.0,  -25,-17.0,0.0,0.0,0.0,0.0,10262.0,70.0,8.0,90.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,410.164
1368,  240,2019-01-10,1.0,320.0,30.0,30.0,30.0,-9.0,     ,-19.0,0.0,0.0,0.0,0.0,10262.0,65.0,8.0,92.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,617.429
1369,  240,2019-01-10,2.0,10.0,20.0,10.0,30.0,3.0,     ,-5.0,0.0,0.0,0.0,0.0,10268.0,65.0,8.0,94.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,454.097
1370,  240,2019-01-10,3.0,330.0,20.0,30.0,30.0,5.0,     ,-9.0,0.0,0.0,0.0,0.0,10270.0,70.0,8.0,90.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,553.885
1371,  240,2019-01-10,4.0,330.0,20.0,30.0,30.0,8.0,     ,-4.0,0.0,0.0,0.0,0.0,10267.0,65.0,8.0,91.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,458.395
1372,  240,2019-01-10,5.0,330.0,20.0,20.0,30.0,13.0,     ,0.0,0.0,0.0,0.0,0.0,10269.0,65.0,8.0,91.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,644.719
1373,  240,2019-01-10,6.0,320.0,20.0,20.0,30.0,18.0,  -33,5.0,0.0,0.0,0.0,0.0,10270.0,65.0,8.0,91.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,610.908
1374,  240,2019-01-10,7.0,340.0,20.0,20.0,30.0,25.0,     ,6.0,0.0,0.0,0.0,0.0,10273.0,70.0,8.0,87.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,643.693
1375,  240,2019-01-10,8.0,340.0,20.0,10.0,30.0,28.0,     ,9.0,0.0,0.0,0.0,0.0,10278.0,70.0,8.0,87.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,513.168
1376,  240,2019-01-10,9.0,330.0,10.0,10.0,20.0,34.0,     ,12.0,0.0,5.0,0.0,0.0,10282.0,70.0,8.0,85.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,555.45
1377,  240,2019-01-10,10.0,140.0,10.0,10.0,30.0,37.0,     ,23.0,0.0,13.0,0.0,0.0,10281.0,70.0,8.0,90.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,548.588
1378,  240,2019-01-10,11.0,290.0,10.0,20.0,20.0,48.0,     ,24.0,0.0,22.0,0.0,0.0,10280.0,70.0,8.0,84.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,385.882
1379,  240,2019-01-10,12.0,300.0,20.0,30.0,30.0,51.0,    6,2.0,0.0,23.0,0.0,0.0,10277.0,75.0,8.0,71.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,579.092
1380,  240,2019-01-10,13.0,300.0,20.0,20.0,30.0,58.0,     ,13.0,0.0,30.0,0.0,0.0,10274.0,75.0,8.0,72.0,     ,5.0,0.0,0.0,0.0,0.0,0.0,270.559
1381,  240,2019-01-10,14.0,240.0,20.0,20.0,30.0,54.0,     ,2.0,0.0,24.0,0.0,-1.0,10274.0,80.0,8.0,69.0,   51,7.0,0.0,1.0,0.0,0.0,0.0,500.473
1382,  240,2019-01-10,15.0,250.0,20.0,20.0,40.0,49.0,     ,14.0,0.0,9.0,0.0,-1.0,10273.0,75.0,8.0,78.0,   81,7.0,0.0,1.0,0.0,0.0,0.0,533.254
1383,  240,2019-01-10,16.0,230.0,30.0,40.0,60.0,47.0,     ,13.0,0.0,2.0,0.0,-1.0,10270.0,75.0,8.0,78.0,   51,7.0,0.0,1.0,0.0,0.0,0.0,398.277
1384,  240,2019-01-10,17.0,230.0,40.0,40.0,60.0,43.0,     ,21.0,0.0,0.0,0.0,-1.0,10268.0,62.0,8.0,85.0,   51,7.0,0.0,1.0,0.0,0.0,0.0,664.366
